,text
693,But for most people it wasconsistent with the idea that the universe had been created much as it is now only a few thousand years ago just as Bishop Ussher had concluded
694,First of all Edwin Hubble discovered that many faint patches of light called nebulae were in fact other galaxies vast collections of stars like our Sun but at a great distance
695,In order for them to appear so small and faint the distances had to be so great that light from them would have taken millions or even billions of years to reach us
696,This indicated that the beginning of the universe couldnt have been just a few thousand years ago
697,But the second thing Hubble discovered was even more remarkable
698,By an analysis of the light from other galaxies Hubble was able to measure whether they were moving towards us or away
699,To his great surprise he found they were nearly all moving away
700,Moreover the further they were from us the faster they were moving away
701,The discovery of the expansion of the universe was one of the great intellectual revolutions of the twentieth century
702,It came as a total surprise and it completely changed the discussion of the origin of the universe
703,If the galaxies are moving apart they must have been closer together in the past
704,From the present rate of expansion we can estimate that they must have been very close together indeed about  to  billion years ago
705,So it looks as though the universe might have started then with everything being at the same point in space
706,But many scientists were unhappy with the universe having a beginning because it seemed to imply that physics broke down
707,One of these was the steadystate theory proposed by Hermann Bondi Thomas Gold and Fred Hoyle in
708,In the steadystate theory as galaxies moved apart the idea was that new galaxies would form from matter that was supposed to be continually being created throughout space
709,The universe would have existed for ever and would have looked the same at all times
710,This last property hadthe great virtue of being a definite prediction that could be tested by observation
711,The Cambridge radio astronomy group under Martin Ryle did a survey of weak sources of radio waves in the early s
712,These were distributed fairly uniformly across the sky indicating that most of the sources lay outside our galaxy
713,The steadystate theory predicted a relationship between the number of sources and their strength
714,This was contrary to the basic assumption of the steadystate theory that everything was constant in time
715,For this and other reasons the steadystate theory was abandoned
716,Another attempt to avoid the universe having a beginning was the suggestion that there was a previous contracting phase but because of rotation and local irregularities the matter would not all fall to the same point
717,Instead different parts of the matter would miss each other and the universe would expand again with the density always remaining finite
718,Two Russians Evgeny Lifshitz and Isaak Khalatnikov actually claimed to have proved that a general contraction without exact symmetry would always lead to a bounce with the density remaining finite
719,This result was very convenient for MarxistLeninist dialectical materialism because it avoided awkward questions about the creation of the universe
720,It therefore became an article of faith for Soviet scientists
721,I began my research in cosmology just about the time that Lifshitz and Khalatnikov published their conclusion that the universe didnt have a beginning
722,I realised that this was a very important question but I wasnt convinced by the arguments that Lifshitz and Khalatnikov had used
723,There is a chain of causality stretching back into the past
724,But suppose this chain has a beginning suppose there was a first event
725,They tried to avoid it either by claiming like the Russians and the steadystate theorists that the universe didnt have a beginning or by maintaining that the origin of the universe did not lie within the realm of science but belonged to metaphysics or religion
726,In my opinion this is not a position any true scientist shouldtake
727,If the laws of science are suspended at the beginning of the universe might not they also fail at other times A law is not a law if it only holds sometimes
728,I believe that we should try to understand the beginning of the universe on the basis of science
729,It may be a task beyond our powers but at least we should make the attempt
730,It is difficult to argue with a mathematical theorem so in the end Lifshitz and Khalatnikov conceded that the universe should have a beginning
731,Although the idea of a beginning to the universe might not be very welcome to communist ideas ideology was never allowed to stand in the way of science in physics
732,Physics was needed for the bomb and it was important that it worked
733,At this point Einsteins general theory of relativity would have broken down
734,One is left with the origin of the universe apparently being beyond the scope of science
735,Observational evidence to confirm the idea that the universe had a very dense beginning came in October  a few months after my first singularity result with the discovery of a faint background of microwaves throughout space
736,These microwaves are the same as those in your microwave oven but very much less powerful
737,degrees Fahrenheit not much good for defrosting the pizza let alone cooking it
738,If you ever set your television to an empty channel a few per cent of the snow you saw on the screen was caused by this background of microwaves
739,The only reasonable interpretation of the background is that it is radiation left over from an early very hot and dense state
740,As theuniverse expanded the radiation would have cooled until it is just the faint remnant we observe today
741,That the universe began with a singularity was not an idea that I or a number of other people were happy with
742,It can be summed up in the Uncertainty Principle that was proposed in  by the German scientist Werner Heisenberg
743,One cannot accurately predict both the position and the speed of a particle
744,The more accurately the position is predicted the less accurately you will be able to predict the speed and vice versa
745,Einstein objected strongly to the idea that the universe is governed by chance
746,His feelings were summed up in his dictum God does not play dice
747,But all the evidence is that God is quite a gambler
748,The universe is like a giant casino with dice being rolled or wheels being spun on every occasion
749,A casino owner risks losing money each time dice are thrown or the roulette wheel is spun
750,But over a large number of bets the odds average out and the casino owner makes sure they average out in his or her favour
751,The only chance you have of winning against them is to stake all your money on a few rolls of the dice or spins of the wheel
752,In order to understand the origin of the universe one therefore has to incorporate the Uncertainty Principle into Einsteins general theory of relativity
753,This has been the great challenge in theoretical physics for at least the last thirty years
754,Wehavent solved it yet but we have made a lot of progress
755,Because we only know some combination of position and speed of a particle we cannot make precise predictions about the future positions and speeds of particles
756,We can only assign a probability to particular combinations of positions and speeds
757,Thus there is a certain probability to a particular future of the universe
758,But now suppose we try to understand the past in the same way
759,Given the nature of the observations we can make now all we can do is assign a probability to a particular history of the universe
760,Thus the universe must have many possible histories each with its own probability
761,This idea that the universe has multiple histories may sound like science fiction but it is now accepted as science fact
762,So we presume it works to retrodict the past too
763,Scientists are now working to combine Einsteins general theory of relativity and Feynmans idea of multiple histories into a complete unified theory that will describe everything that happens in the universe
764,But if the frontier of the universe was just at a normal point of space and time we could go past it and claim the territory beyond as part of the universe
765,It seems there is no logical basis for picking one set of boundary conditions over another
766,Maybe the universe has no boundary in space and time
767,At first sight this seems to be in direct contradiction to the geometrical theorems that I mentioned earlier
768,It isnt anything to do with the real time that we experience
769,It is a mathematical trick to make the calculations work and it replaces the real time we experience
770,Our idea was to say that there was no boundary in imaginary time
771,If the boundary condition of the universe is that it has no boundary in imaginary time it wont have just a single history
772,There are many histories in imaginary time and each of them will determine a history in real time
773,Thus we have a superabundance of histories for the universe
774,It may be that intelligent beings can evolve without galaxies and stars but it seems unlikely
775,It implies it is one of the minority of histories that have galaxies and stars
776,The Anthropic Principle says that the universe has to be more or less as we see it because if it were different there wouldnt be anyone here to observe it
777,Many scientists dislike the Anthropic Principle because it seems little more than hand waving and not to have much predictive power
778,Most of these histories are quite unsuitable for the development of intelligent life
779,Either they are empty or too short lasting or too highly curved or wrong in some otherway
780,Yet according to Richard Feynmans multiplehistories idea these uninhabited histories might have quite a high probability
781,The human race does not have a very good record of intelligent behaviour
782,As an example of the power of the Anthropic Principle consider the number of directions in space
783,It is a matter of common experience that we live in threedimensional space
784,That is to say we can represent the position of a point in space by three numbers
785,If it had a gut that went right through like we have it would divide the animal in two and the poor creature would fall apart
786,So two flat directions are not enough for anything as complicated as intelligent life
787,In three dimensions planets can have stable orbits around stars
788,This is a consequence of gravitation obeying the inverse square law as discovered by Robert Hooke in  and elaborated on by Isaac Newton
789,Think about the gravitational attraction of two bodies at a particular distance
790,If that distance is doubled then the force between them is divided by four
791,If the distance is tripled then the force is divided by nine if quadrupled then the force is divided by sixteen and so on
792,If the distance between two bodies is doubled then the gravitational force would be divided by eight tripled by twentyseven and if quadrupled by sixtyfour
793,This change to an inverse cube law prevents planets from having stable orbits around their suns
794,They would either fall into their sun or escape to the outer darkness and cold
795,Similarly the orbits of electrons in atoms would not be stable so matter as we know it would not exist
796,Thus although the multiple histories idea would allow any number of nearly flat directions only histories with three flat directions will contain intelligent beings
797,The differences between different directions is about one part in
798,The generally accepted explanation for this smoothness is that very early in the history of the universe it underwent a period of very rapid expansion by a factor of at least a billion billion billion
799,This process is known as inflation something that was good for the universe in contrast to inflation of prices that too often plagues us
800,If that was all there was to it the microwave radiation would be totally the same in all directions
801,Quantum fluctuations occur as a consequence of the Uncertainty Principle
802,Furthermore these fluctuations were the seeds for structures in our universe galaxies stars and us
803,We held a workshop in Cambridge that summer attended by all the major players in the field
804,This was ten years before fluctuations in the microwave sky were discovered by the COBE satellite in  so theory was way ahead of experiment
805,Cosmology became a precision science another ten years later in  with the first results from the WMAP satellite
806,WMAP produced a wonderful map of the temperature of the cosmic microwave sky a snapshot of the universe at about onehundredth of its present age
807,The irregularities you see are predicted by inflation and they mean that some regions of the universe had a slightly higher density than others
808,The gravitational attraction of the extra density slows the expansion of that region and can eventually cause it to collapse to form galaxies and stars
809,So look carefully at the map of the microwave sky
810,It is the blueprint for all the structure in the universe
811,We are the product of quantum fluctuations in the very early universe
812,Superseding WMAP today there is the Planck satellite with a much higherresolution map of the universe
813,Planck is testing our theories in earnest and may even detect the imprint of gravitational waves predicted by inflation
814,Mtheory predicts that a great many universes were created out of nothing corresponding to the many different possible histories
815,Each universe has many possible histories and many possible states as they age to the present and beyond into the future
816,Most of these states will be quite unlike the universe we observe
817,There is still hope that we see the first evidence for Mtheory at the LHC particle accelerator the Large Hadron Collider at CERN in Geneva
818,From an Mtheory perspective it only probes low energies but we might be lucky and see a weaker signal of fundamental theory such as supersymmetry
819,I think the discovery of supersymmetric partners for the known particles would revolutionise our understanding of the universe
820,In  the discovery of the Higgs particle by the LHC at CERN in Geneva was announced
821,This was the first discovery of a new elementary particle in the twentyfirst century
822,There is still some hope that the LHC will discover supersymmetry
823,But even if the LHC does not discover any new elementary particles supersymmetry might still be found in the next generation of accelerators that are presently being planned
824,The beginning of the universe itself in the Hot Big Bang is the ultimatehighenergy laboratory for testing Mtheory and our ideas about the building blocks of spacetime and matter
825,Different theories leave behind different fingerprints in the current structure of the universe so astrophysical data can give us clues about the unification of all the forces of nature
826,So there may well be other universes but unfortunately we will never be able to explore them
827,We have seen something about the origin of the universe
828,They depend on the amount of matter in the universe
829,If there is more than a certain critical amount the gravitational attraction between the galaxies will slow down the expansion
830,Eventually they will then start falling towards each other and will all come together in a Big Crunch
831,That will be the end of the history of the universe in real time
832,In Britain people dont seem too worried about a possible end twenty billion years in the future
833,You can do quite a lot of eating drinking and being merry before that
834,If the density of the universe is below the critical value gravity is too weak to stop the galaxies flying apart for ever
835,All the stars will burn out and the universe will get emptier and emptier and colder and colder
836,So again things will come to an end but in a less dramatic way
837,In this answer I have tried to explain something of the origins future and nature of our universe
838,Yet this nut encodes everything that happens in real time
839,We could be bounded in a nutshell and count ourselves kings of infinite space
840,IS THERE OTHER INTELLIGENT LIFE IN THE UNIVERSEI  would like to speculate a little on the development of life in the universe and in particular on the development of intelligent life
841,I shall take this to include the human race even though much of its behaviour throughout history has been pretty stupid and not calculated to aid the survival of the species
842,This observation even has its own law the so called second law of thermodynamics
843,This law says that the total amount of disorder or entropy in the universe always increases with time
844,The order in one body can increase provided that the amount of  dis order in its surroundings increases by a greater amount
845,We can define life as an ordered system that can keep itself going against the tendency to disorder and can reproduce itself
846,That is it can make similar but independent ordered systems
847,To do these things the system must convert energy in some ordered formlike food sunlight or electric powerinto disordered energy in the form of heat
848,In this way the system can satisfy the requirement that the total amount of disorder increases while at the same time increasing the order in itself and its offspring
849,In biology these two parts are called genes and metabolism
850,But it is worth emphasising that there need be nothing biological about them
851,For example a computer virus is a program that will make copies of itself in the memory of a computer and will transfer itself to other computers
852,Thus it fits the definition of a living system that I have given
853,Like a biological virus it is a rather degenerate form because it contains only instructions or genes and doesnt have any metabolism of its own
854,Instead it reprograms the metabolism of the host computer or cell
855,Some people have questioned whether viruses should count as life because they are parasites and cannot exist independently of their hosts
856,But then most forms of life ourselves included are parasites in that they feed off and depend for their survival on other forms of life
857,Maybe it says something about human nature that the only form of life we have created so far is purely destructive
858,I shall return to electronic forms of life later on
859,One can speculate that one might have life with some other chemical basis such as silicon but carbon seems the most favourable case because it has the richest chemistry
860,That carbon atoms should exist at all with the properties that they have requires a fine adjustment of physical constants such as the QCD scale the electric charge and even the dimension of spacetime
861,If these constants had significantly different values either the nucleus of the carbon atom would not be stable or the electrons would collapse in on the nucleus
862,At first sight it seems remarkable that the universe is so finely tuned
863,Maybe this is evidence that the universe was specially designed to produce the human race
864,One can apply the Anthropic Principle in either its Strong or Weak versions
865,For the Strong Anthropic Principle one supposes that there are many different universes each with differentvalues of the physical constants
866,Since we must live in one of these universes we should not be surprised that the physical constants are finely tuned
867,That is I shall take the values of the physical constants as given
868,It was so hot that all the matter would have been in the form of particles called protons and neutrons
869,There would initially have been equal numbers of protons and neutrons
870,About a minute after the Big Bang the temperature would have fallen to about a billion degrees about a hundred times the temperature in the Sun
871,At this temperature neutrons start to decay into more protons
872,But no heavier elements like carbon or oxygen would have been formed in the early universe
873,It is difficult to imagine that one could build a living system out of just hydrogen and heliumand anyway the early universe was still far too hot for atoms to combine into molecules
874,But some regions had slightly higher densities than others and the gravitational attraction of the extra matter in those regions slowed down their expansion and eventually stopped it
875,Instead they collapsed to form galaxies and stars starting from about two billion years after the Big Bang
876,Some of the early stars would have been more massive than our Sun they would have been hotter than the Sun and would have burned the original hydrogen and helium into heavier elements such as carbon oxygen and iron
877,After that some of the stars exploded as supernovae and scattered the heavy elements back into space to form the raw material for later generations of stars
878,Other stars are too far away for us to be able to see directly if they have planets going round them
879,The first is to look at the star and see if the amount of light coming from it is constant
880,If a planet moves in front of the star the light from the star will be slightly obscured
881,If this happens regularly it is because a planets orbit is taking it in front of the star repeatedly
882,A second method is to measure the position of the star accurately
883,If a planet is orbiting the star it will induce a small wobble in the position of the star
884,This can be observed and again if it is a regular wobble then one deduces that it is due to a planet in orbit around the star
885,These methods were first applied about twenty years ago and by now a few thousand planets have been discovered orbiting distant stars
886,It is estimated that one star in five has an Earthlike planet orbiting it at a distance from the star to be compatible with life as we know it
887,Our own solar system was formed about four and a half billion years ago or a little more than nine billion years after the Big Bang from gas contaminated with the remains of earlier stars
888,The Earth was formed largely out of the heavier elements including carbon and oxygen
889,This has the famous doublehelix form discovered in the s by Francis Crick and James Watson in a hut on the New Museum site in Cambridge
890,Linking the two chains in the helix are pairs of nitrogenous bases
891,There are four types of nitrogenous basesadenine cytosine guanine and thymine
892,An adenine on one chain is always matched with a thymine on the other chain and a guanine with a cytosine
893,Thus the sequence of nitrogenous bases on one chain defines a unique complementary sequence on the other chain
894,The two chains can then separate and each acts as a template to build further chains
895,Thus DNA molecules can reproduce the genetic information coded in their sequences of nitrogenous bases
896,If the appearance of life on a given planet was very unlikely one might have expected it to take a long time
897,More precisely one might have expected life to appear as late as possible while still allowing time for the subsequent evolution to intelligent beings like us before the Sun swells up and engulfs the Earth
898,In that time an intelligent form of life could conceivably master space travel and be able to escape to another star
899,But if no escape is possible life on Earth would be doomed
900,There is fossil evidence that there was some form of life on Earth about three and a half billion years ago
901,This may have been only  million years after the Earth became stable and cool enough for life to develop
902,Once DNA appeared it would have been so successful that it might have completely replaced the earlier forms
903,RNA is like DNA but rather simpler and without the doublehelix structure
904,Short lengths of RNA could reproduce themselves like DNA and might eventually build up to DNA
905,We cannot make these nucleic acids in the laboratory from nonliving material
906,But given  million years and oceans covering most of the Earth there might be a reasonable probability of RNA being made by chance
907,Some would have been neutralthey would not have affected the function of the gene
908,And a few errors would have been favourable to the survival of the species these would have been chosen by Darwinian natural selection
909,The process of biological evolution was very slow at first
910,It took about two and a half billion years before the earliest cells evolved into multi cellular organisms
911,But it took less than another billion years for some of these to evolve into fish and for some of the fish in turn to evolve into mammals
912,It took only about a hundred million years to develop from the early mammals to us
913,The reason is that the early mammals already contained their versions of the essential organs we have
914,All that was required to evolve from early mammals to humans was a bit of finetuning
915,But with the human race evolution reached a critical stage comparable in importance with the development of DNA
916,This was the development of language and particularly written language
917,It meant that information could be passed on from generation to generation other than genetically through DNA
918,There has been some detectable change in human DNA brought about by biological evolution in the  years of recorded history but the amount of knowledge handed on from generation to generation has grown enormously
919,The DNA in a human egg or sperm contains about three billion base pairs of nitrogenous bases
920,So the total amount of useful information in our genes is probably something like a hundred million bits
921,One bit of information is the answer to a yesno question
922,By contrast a paperback novel might contain two million bits of information
923,Therefore a human is equivalent to about fifty  Harry Potter books and a major national library can contain about five million books or about ten trillion bits
924,The amount of information handed down in books or via the internet is  times as much as there is in DNA
925,Even more important is the fact that the information in books can be changed and updated much more rapidly
926,It has taken us several millionyears to evolve from less advanced earlier apes
927,During that time the useful information in our DNA has probably changed by only a few million bits so the rate of biological evolution in humans is about a bit a year
928,By contrast there are about  new books published in the English language each year containing of the order of a hundred billion bits of information
929,Of course the great majority of this information is garbage and no use to any form of life
930,This means that we have entered a new phase of evolution
931,But the external  recordin books and other longlasting forms of storagehas grown enormously
932,Some people would use the term evolution only for the internally transmitted genetic material and would object to it being applied to information handed down externally
933,We may be no stronger or inherently more intelligent than our caveman ancestors
934,I think it is legitimate to take a broader view and include externally transmitted information as well as DNA in the evolution of the human race
935,The timescale for evolution in the external transmission period is the timescale for accumulation of information
936,This used to be hundreds or even thousands of years
937,But now this timescale has shrunk to about fifty years or less
938,But nowadays if you read one book a day it would take you many tens of thousands of years to read through the books in a national library
939,This has meant that no one person can be the master of more than a small corner of human knowledge
940,This is likely to be a major limitation in the future
941,We certainly cannot continue for long with the exponential rate of growth of knowledge that we have had in the last  years
942,An even greater limitation and danger for future generations is that we still have the instincts and in particular the aggressive impulses that we had in caveman days
943,Aggression in the form of subjugating or killing other men and taking their women and food has had definite survival advantage up to the present time
944,But now it could destroy the entire human race and much of the rest of life on Earth
945,A nuclear war is still the most immediate danger but there are others such as the release of a genetically engineered virus
946,There is no time to wait for Darwinian evolution to make us more intelligent and better natured
947,Other qualities such as intelligence are probably controlled by a large number of genes and it will be much more difficult to find them and work out the relations between them
948,Laws will probably be passed against genetic engineering with humans
949,But some people wont be able to resist the temptation to improve human characteristics such as size of memory resistance to disease and length of life
950,If the human race manages to redesign itself to reduce or eliminate the risk of selfdestruction it will probably spread out and colonise otherplanets and stars
951,The natural lifetime for such beings is short compared with the travel time
952,According to the theory of relativity nothing can travel faster than light so a round trip from us to the nearest star would take at least eight years and to the centre of the galaxy about  years
953,In science fiction they overcome this difficulty by space warps or travel through extra dimensions
954,In the theory of relativity if one can travel faster than light one can also travel back in time and this would lead to problems with people going back and changing the past
955,One would also expect to have already seen large numbers of tourists from the future curious to look at our quaint oldfashioned ways
956,It might be possible to use genetic engineering to make DNAbased life survive indefinitely or at least for  years
957,These could be designed to last long enough for interstellar travel
958,These machines would be a new form of life based on mechanical and electronic components rather than macromolecules
959,They could eventually replace DNAbased life just as DNA may have replaced an earlier form of life
960,Another possibility is that there was a reasonable probability of forming self reproducing systems like cells but that most of these forms of life did not evolve intelligence
961,It is more likely that evolution is a random process with intelligence as only one of a large number of possible outcomes
962,It is not even clear that intelligence has any longterm survival value
963,Bacteria and other singlecell organisms may live on if all other life on Earth is wiped out by our actions
964,This is a good fraction of the total time available before the Sun blows up so it would be consistent with the hypothesis that the probability for life to develop intelligence is low
965,In this case we might expect to find many other life forms in the galaxy but we are unlikely to find intelligent life
966,In  we observed the collision of a comet ShoemakerLevy with Jupiter
967,It is thought the collision of a rather smaller body with the Earth about sixtysix million years ago was responsible for the extinction of the dinosaurs
968,A few small early mammals survived but anything as large as a human would have almost certainly been wiped out
969,If this figure is correct it would mean that intelligent life on Earth has developed only because of the lucky chance that there have been no major collisions in the last sixtysix million years
970,A third possibility is that there is a reasonable probability for life toform and to evolve to intelligent beings but the system becomes unstable and the intelligent life destroys itself
971,This would be a very pessimistic conclusion and I very much hope it isnt true
972,I prefer a fourth possibility that there are other forms of intelligent life out there but that we have been overlooked
973,In  I was involved in the launch of the Breakthrough Listen Initiatives
974,Breakthrough Listen uses radio observations to search for intelligent extraterrestrial life and has stateoftheart facilities generous funding and thousands of hours of dedicated radio telescope time
975,It is the largest ever scientific research programme aimed at finding evidence of civilisations beyond Earth
976,Breakthrough Message is an international competition to create messages that could be read by an advanced civilisation
977,But we need to be wary of answering back until we have developed a bit further
978,Meeting a more advanced civilisation at our present stage might be a bit like the original inhabitants of America meeting Columbusand I dont think they thought they were better off for it
979,And I think we wouldve known if we had been visited it would be like the film  Independence Day
980,CAN WE PREDICT THE FUTUREI n ancient times the world must have seemed pretty arbitrary
981,Disasters such as floods plagues earthquakes or volcanoes must have seemed to happen without warning or apparent reason
982,Many people still partially subscribe to this belief and try to make a pact with fortune
983,They offer to behave better or be kinder if only they can get an Agrade for a course or pass their driving test
984,These regularities were most obvious in the motion of the heavenly bodies across the sky
985,It was put on a firm mathematical basis by Newton more than  years ago and we still use his theory of gravity to predict the motion of almost all celestial bodies
986,Following the example of astronomy it was found that other natural phenomena also obeyed definite scientific laws
987,I would like to quote to you Laplaces actual words but Laplace was rather like Proust in that he wrote sentences of inordinate length and complexity
988,I dont think that Laplace was claiming that God didnt exist
989,It is just that God doesnt intervene to break the laws of science
990,The idea that the state of the universe at one time determines the state at all other times has been a central tenet of science ever since Laplaces time
991,It implies that we can predict the future in principle at least
992,A butterfly flapping its wings in Australia can cause rain in Central Park New York
993,Despite these practical difficulties scientific determinism remained the official dogma throughout the nineteenth century
994,This was put forward in  by the German physicist Max Planck as an ad hoc hypothesis to solve an outstanding paradox
995,According to the classical nineteenthcentury ideas dating back to Laplace a hot body like a piece of redhot metal should give off radiation
996,It would lose energy in radio waves the infrared visible light ultraviolet Xrays and gamma rays all at the same rate
997,It is a bit like saying that you cant buy sugar loose in the supermarket it has to be in kilogram bags
998,The energy in the packets or quanta is higher for ultraviolet and Xrays than for infrared or visible light
999,It means thatunless a body is very hot like the Sun it will not have enough energy to give off even a single quantum of ultraviolet or Xrays
1000,For example it was found that elementary particles behaved rather like little tops spinning about an axis
1001,But the amount of spin couldnt have just any value
1002,It had to be some multiple of a basic unit
1003,Because this unit is very small one does not notice that a normal top really slows down in a rapid sequence of discrete steps rather than as a continuous process
1004,But for tops as small as atoms the discrete nature of spin is very important
1005,It was some time before people realised the implications of this quantum behaviour for determinism
1006,It was not until  that Werner Heisenberg another German physicist pointed out that you couldnt measure simultaneously both the position and speed of a particle exactly
1007,But by Plancks work one cant use an arbitrarily small amount of light
1008,This will disturb the particle and change its speed in a way that cant be predicted
1009,To measure the position of the particle accurately you will have to use light of short wavelength like ultraviolet Xrays or gamma rays
1010,But again by Plancks work quanta of these forms of light have higher energies than those of visible light
1011,So they will disturb the speed of the particle more
1012,It is a nowin situation the more accurately you try to measure the position of the particle the less accurately you can know the speed and vice versa
1013,This is summed up in the Uncertainty Principle that Heisenberg formulated the uncertainty in the position of a particle times the uncertainty in its speed is always greater than a quantity called Plancks constant divided by twice the mass of the particle
1014,Laplaces vision of scientific determinism involved knowing the positions and speeds of the particles in the universe at one instant of time
1015,Einstein was very unhappy about this apparent randomness in nature
1016,His views were summed up in his famous phrase God does not play dice
1017,This reality might be known to God but the quantum nature of light would prevent us seeing it except through a glass darkly
1018,Hidden variable theories might seem to be the most obvious way to incorporate the Uncertainty Principle into physics
1019,They form the basis of the mental picture of the universe held by many scientists and almost all philosophers of science
1020,The British physicist John Bell devised an experimental test that could falsify hidden variable theories
1021,Thus it seems that even God is bound by the Uncertainty Principle and cannot know both the position and the speed of a particle
1022,Other scientists were much more ready than Einstein to modify the classical nineteenthcentury view of determinism
1023,A new theory quantum mechanics was put forward by Heisenberg Erwin Schrdinger from Austria and the British physicist Paul Dirac
1024,Dirac was my predecessor but one as the Lucasian Professor in Cambridge
1025,Yet it should concern us all because it is completely different from the classical picture of the physical universe and of reality itself
1026,In quantum mechanics particles dont have welldefined positions and speeds
1027,The size of the wave function gives the probability that the particle will be found in that position
1028,One can have a wave function that is verystrongly peaked in a small region
1029,This will mean that the uncertainty in the position is small
1030,But the wave function will vary very rapidly near the peak up on one side and down on the other
1031,The wave function contains all that one can know of the particle both its position and its speed
1032,Thus one still has a kind of determinism but it is not the sort that Laplace envisaged
1033,Instead of being able to predict the positions and speeds of particles all we can predict is the wave function
1034,The problem arises because gravity can warp spacetime so much that there can be regions of space that we cant observe
1035,That means that we cannot even in principle observe the particles inside a black hole
1036,So we cannot measure their positions or velocities at all
1037,There is then an issue of whether this introduces further unpredictability beyond that found in quantum mechanics
1038,To sum up the classical view put forward by Laplace was that the future motion of particles was completely determined if one knew their positions and speeds at one time
1039,But perhaps even this limited predictability might disappear if black holes are taken into account
1040,In principle the laws allow us to predict the future
1041,Black holes are stranger than anything dreamed up by sciencefiction writers but they are firmly matters of science fact
1042,The first discussion of black holes was in  by a Cambridge man John Michell
1043,If one fires a particle such as a cannon ball vertically upwards it will be slowed down by gravity
1044,Eventually the particle will stop moving upwards and will fall back
1045,The  escape velocity is just over  kilometres per second for the Earth and about  kilometres per second for the Sun
1046,Both of these are much higher than the speed of real cannon balls
1047,Thus light can get away from the Earth or Sun without much difficulty
1048,We would not be able to see them because any light they sent out would be dragged back by gravity
1049,Although gravity is by far the weakest of the known forces of nature it has two crucial advantages over other forces
1050,The Earth is held in orbit by the Sun ninetythree million miles away and the Sun is held in orbit around the centre of the galaxy about  light years away
1051,These two features mean that for a sufficiently large star the gravitational attraction between particles can dominate over all other forces and lead to gravitational collapse
1052,Albert Einstein even wrote a paper in  claiming that stars could not collapse under gravity because matter could not be compressed beyond a certain point
1053,In his work in the s and s he emphasised that many stars would eventually collapse and explored the problems this posed for theoretical physics
1054,In some cases it may be able to support itself as a white dwarf star the dense remnants of a stellar core
1055,A similar maximum mass was calculated by the Russian physicist Lev Landau for a star made entirely of neutrons
1056,And that if one neglected pressure a uniform spherically systematic symmetric star would contract to a singlepoint of infinite density
1057,In fact it marks the end of space and time itself
1058,Most scientists including Robert Oppenheimer switched their attention to nuclear physics and the issue of gravitational collapse was largely forgotten
1059,Interest in the subject revived with the discovery of distant objects called quasars
1060,They were bright despite being at great distances from the Earth
1061,Nuclear processes could not account for their energy output because they release only a small fraction of their rest mass as pure energy
1062,The only alternative was gravitational energy released by gravitational collapse
1063,It was clear that a uniform spherical star would contract to a point of infinite density a singularity
1064,This means that at this point of infinite density one cant predict the future
1065,We wouldnt be affected by the breakdown of prediction if the singularities are not nakedthat is they are not shielded from the outside
1066,Penrose proposed the cosmic censorship conjecture all singularities formed by the collapse of stars or other bodies are hidden from view inside black holes
1067,The cosmic censorship conjecture is almost certainly true because a number of attempts to disprove it have failed
1068,John Wheeler is known for expressing this principle as A black hole has no hair
1069,A black hole has a boundary called the event horizon
1070,Because nothing can travel faster than light everything else will get dragged back also
1071,Falling through the event horizon is a bit like going over Niagara Falls in a canoe
1072,If you are above the Falls you can get away if you paddle fast enough but once you are over the edge you are lost
1073,As you get nearer the Falls the current gets faster
1074,This means it pulls harder on the front of the canoe than the back
1075,Theres a danger that the canoe will be pulled apart
1076,If you fall towards a black hole feet first gravity will pull harder on your feet than your head because they are nearer the black hole
1077,The result is that you will be stretched out lengthwise and squashed in sideways
1078,If the black hole has a mass of a few times our Sun you would be torn apart and made into spaghetti before you reached the horizon
1079,So if you want to explore the inside of a black hole make sure you choose a big one
1080,There is a black hole with a mass of about four million times that of the Sun at the centre of our Milky Way galaxy
1081,Although you wouldnt notice anything in particular as you fell into a black hole someone watching you from a distance would never see you cross the event horizon
1082,Instead you would appear to slow down and hover just outside
1083,Your image would get dimmer and dimmer and redder and redder until you were effectively lost from sight
1084,As far as the outside world is concerned you would be lost for ever
1085,Shortly after the birth of my daughter Lucy I had a eureka moment
1086,Moreover if two black holes collide and merge to form a single black hole the area of the event horizon around the resulting black hole is greater than the sum of the areas of the event horizons around the original black holes
1087,The area theorem can be tested experimentally by the Laser Interferometer GravitationalWave Observatory LIGO
1088,On September   LIGO detected gravitational waves from the collision and merger of two black holes
1089,From the waveform one can estimate the masses and angular momenta of the black holes and by the nohair theorem these determine the horizon areas
1090,These properties suggest that there is a resemblance between the area of the event horizon of a black hole and conventional classical physics specifically the concept of entropy in thermodynamics
1091,Entropy can be regarded as a measure of the disorder of a system or equivalently as a lack of knowledge of its precise state
1092,The famous second law of thermodynamics says that entropy always increases with time
1093,This discovery was the first hint of this crucial connection
1094,The analogy between the properties of black holes and the laws of thermodynamics can be extended
1095,The first law of thermodynamics says that a small change in the entropy of a system is accompanied by a proportional change in the energy of the system
1096,Brandon Carter Jim Bardeen and I found a similar law relating the change in mass of a black hole to a change in the area of the event horizon
1097,If one accepts that the area of the event horizon is analogous to entropy then it would seem that the surface gravity is analogous to temperature
1098,This makes it look as if the final black hole state is independent of whether the body that collapsed was composed of matter or antimatter or whether it was spherical or highly irregular in shape
