,text
6090,Their mother was a trained psychologist herself and helped in these studies
6091,Relying on a naturalistic approach for the most part heobserved their natural behavior questioned them about their understanding of naturalevents or minimally modified their environment for example by manipulating toys
6092,Perhaps the most important are Behaviorism Gestalt Theory Psychoanalyticand Psychodynamic Theory Humanistic Theories Attachment Theory SociobiologyNeurobiological Theories and Cognitive Science
6093,Some of these movements were natural outgrowths of earlier ones
6094,Most contemporary psychologists do not limit themselves to any one theoretical view
6095,Nonetheless these movements have shaped psychologys history and continue toinfluence contemporary psychologists orientation to research and practice
6096,Thus it isimportant to understand the major movements in the history of psychology to trulyappreciate modern findings
6097,Behaviorists believe mental phenomena are impossible to measure objectively and thus impossible to prove
6098,They therefore focus on theprocesses underlying behavioral change specifically classical or associative or Pavlovian conditioning and operant conditioning
6099,These basic learning principlesoperate in humans and animals alike or at least in mammals and birds
6100,Although Freudian psychoanalysis educational psychology and other mental schools of psychology continued in  MAJOR  MOVEMENTS IN PSYCHOLOGYHandy Psychology     PM  Page tandem behaviorism was the dominant force in American psychology until well into the middle of the twentieth century
6101,As a side note hewas also the author of the Thorndike dictionary
6102,Thorndike turned to the study ofchickens while still a graduate student and then expanded his research to observationsof cats and dogs
6103,Heobserved that animals initially stumble on the escape route e
6104,stepping on a peddleor biting a string through trial and error
6105,Based on this research Thorndike formulated two laws of learning
6106,The Law of Effect states that the effect of an action will determine the likelihood that it will be repeated
6107,In other words if the response generates a satisfying effect the cat pulls thestring and the door opens the cat is more likely to pull the string again
6108,If the actiongenerates a negative impact the animal is less likely to repeat the action
6109,Thorndikes Law of Exercise likewise contributed to theories of associative conditioning
6110,Here he stated that the strength of an association between a responseand a stimulus will depend on the number of times they have been paired and thestrength of their pairing
6111,Thorndike thus took the associationism of philosophers such as Thomas Hobbes and placed it into a scientific paradigm
6112,As no one can see inside of it it is not worthy of study
6113,This extremeantimentalism of the behaviorists has been frequently criticized and was finally put to rest by the cognitive revolution in the s
6114,While the behaviorists made invaluablecontributions to psychology regarding the fundamental principles of behavioralchange their devaluing and dismissal of subjective experience was extremely limiting
6115,In other wordsthey salivated in the absence of actual food
6116,Initially this phenomenonwas a nuisance interfering with hisstudy of digestion but later itbecame the focus of his research
6117,Pavlovs studies provided the basis ofthe theory of classical conditioningalso known as associative or Pavlovian conditioning
6118,Pavlov developed his famous theory of classical conditioning after watching dogs salivate right before mealtime at themere sight or sound of their keeper  iStock
6119,In Thorndikes Law of Effect and the theory of operant conditioning that followed the likelihood that a behavior will be increased or decreaseddepends on its emotional impact
6120,While it ismore difficult to speak of emotions in animals modern scientists assume that thesimple emotional processes involved in learning theorythat is forms of pleasureand painapply to both animals and humans
6121,If a neutral stimulus is paired with an emotionally meaningful one than the neutral stimulus will become associated with the second stimulus and elicit the same response
6122,For example if a child learns to associate a particularperfume with a beloved grandmother the child will develop a positive response to theperfume
6123,In contrast if the child learns to associate going to the doctor with getting apainful shot then the child will learn to fear the doctor
6124,This basic concept is used inHandy Psychology     PM  Page child rearing advertising political campaigns the treatment of addictions and much of animal training
6125,For example the child does not have to learn to feel pain from the shot
6126,The conditioned stimulus is a formerly neutralstimulus that now elicits a response through its pairing with the conditioned stimulus
6127,The perfume that the child associates with his grandmother is a conditioned stimulus
6128,The doctor that the child associates with the shot is also a conditioned stimulus
6129,The conditioned response is the learned response for example loving the grandmothers perfume or fearing the doctor
6130,ahatred of fish phobias a fear of dogs positive associations an association of Pariswith a romantic vacation our behavior reflects classical conditioning
6131,It is thereforeno accident that so many advertising campaigns hire young beautiful and skimpilyclad models
6132,The advertisers want consumers to associate their productbe it a washing machine paper clip or automobilewith youth beauty and sex
6133,If the effect of the behavior is Handy Psychology     PM  Page positive then it is reinforced and the behavior is more likely to recur
6134,If the effect of the behavior is negative then it is punished and therefore less likely to be repeated
6135,For example if a child is given an ice cream cone as consolation after throwing a temper tantrum the temper tantrum has been reinforced
6136,Negative reinforcement to be distinguished from punishment involves the removal of a negative condition as a consequence of the targeted behavior
6137,In the s a man with a saxophone and a small kitten on his shoulder frequented the New York City subways
6138,He would play a harsh note on the saxophone as loudly aspossible and offer to stop only if the passengers gave him money
6139,While these experiments successfully support the principles of conditioned learningWatson was chillingly insensitive to the emotional impact of his research methods on the baby
6140,The presence of the rat was then paired with a loud noisecreated by banging a hammer against a steel pipe
6141,This was repeated several timesuntil little Albert grew terrified at the mere sight of the rat
6142,This generalized fear was still present several months after the original experiment
6143,Today human subjects review committees are required in all research insti tutions in order to protect the rights of research subjects
6144,Handy Psychology     PM  Page the principles of negative reinforcement though it might also be called blackmail
6145,Likewisethe criminal justice system relies on punishment to maintain an orderly and lawful society
6146,Skinner distrustedpunishment as well stating that it had only short term effects and it did not teachalternative behavior
6147,Even pigeons can be shaped to do a particularbehavior such as peck at a lever by successively rewarding behavior that more closelyapproximates the desired behavior
6148,This can be a positive thing if the behavior was undesirable to begin with
6149,It can also be negative if the behavior was valued
6150,In general the behaviorshould eventually extinguish if it is no longer accompanied by either the prior reinforcement or the unconditioned stimulus
6151,If you stop paying people to go to workthey will probably stop going
6152,If you stopped taking your dog for a walk after you puton your shoes the dog will eventually stop barking and wagging his tail each time youput them on
6153,Timing is important specifically the time separating the unconditioned and conditioned stimulus
6154,If thesneakers go on too soon before the dog is walked it will be hard to associate the shoeswith the walk
6155,Relatedly the reinforcement should closely follow the behavior for the act to be con nected with the consequence
6156,Craving or the urge to use the problem drug can be very strong and frequently leads to relapses inpeople striving for sobriety
6157,Craving is triggered by cues both external and internal via the process of classical conditioning
6158,This is basicallythe same conditioning process Pavlov noticed with his dogs
6159,Internal cues includeemotions thought or physical sensations that previously led to drug use
6160,It will take longer for them to give up on the behavior
6161,Animals kept behaving in ways that could not be explained by behaviorist theoryalone
6162,For example Skinner had thought that any animal could be taught any behavior with the appropriate reinforcement schedule
6163,The same behavior was learned easily by some animals with difficulty by othersand not at all by still others
6164,Rats could easily learn to press a bar for food while catswould do so only with difficulty
6165,Despite his expectations he repeatedly observed behavior in rats that he could not explain solely by stimulusresponse connections
6166,He noticed that rats in a maze would often stop lookaround and check out one path then another before choosing a particular route
6167,Hecould only explain this behavior and many other similar behaviors he observed byinferring some kind of mental process
6168,The rat seemed to have a mental picture of thelayout of the maze and that directed its behavior
6169,In this way Tolman introduced themind into the behaviorist stronghold
6170,Even rats running mazes evidenced mentalprocesses some form of thinking about the problem
6171,If the gambler hadbeen rewarded for every bet it would take fewer losses for the gambler to disassociate betting with winning and for the act of gambling to be extinguished
6172,Thus casinos take advantage of an intermittent and unpredictable reinforcementschedule in order to keep gamblers gambling as long as possible
6173,Rats and other animals did not simply respond to the number of rewards for each behaviorautomatically repeating the most frequently rewarded behavior
6174,They then made decisions by matching their expectations against information from the new situation
6175,This kind of mental map is essentially identical toPiagets concept of mental schemas and has become a critical concept in many areasof psychology including cognitive developmental and clinical psychology
6176,Research in various other fields of study such as anthropology linguistics and computer science hadbeen moving toward the scientific study of mental processes
6177,Within psychology studies of memory perception personality traits and other mental phenomena continuedto gain ground
6178,As these lines of development came together the mind once again became a worthy object of study
6179,Theblack box model of psychology was rejected and cognition or thought processes per sebecame the object of intense interest
6180,With the renewed interested in cognitiveprocesses there was also a resurgence of an earlier movement that had started inEurope but migrated to the United States after World War II namely Gestalt psychology
6181,Gestalt psychology originated in  with MaxWertheimers study of the perception of motion
6182,In other words the mind is not a passiverecipient of sensory stimuli but an active organizer of information
6183,Furthermoreknowledge does not come from a collection of isolated bits of information
6184,The gestalt is created out of the relationships between the parts
6185,Our perceptual knowledge of the world is based on our recognition of these relationships
6186,Although a table can be large or small metal or wood dark or light we recognize anobject as a table if it has a flat horizontal plane with one or more supports underneathit
6187,Its gestalt is determined by the relationship among its parts
6188,As the sensory stimulation coming in differs depending upon the circumstance we would not be able to recognize an object or person as thesame across different situations if our mind did not actively organize our perceptions torecognize the gestalt
6189,For example we recognize our neighbor as the same person even if he loses weight changes his clothes or cuts his hair
6190,Although the landscape outside the train was stationary it seemed to be moving backwards as the train sped by
6191,Together they studied the illusion of movement through various experiments
6192,Their research into the phi effect as Wertheimer named it was thebeginning of a lifelong shared commitment to Gestalt research and theory
6193,By themids all three men had relocated to the United States Koffka before Hitlers riseto power and Wertheimer and Khler in direct response to it
6194,For one thing by demonstrating itsprinciples with solid empirical research Gestalt theory put the mind back into acade mic psychology
6195,In the photo to the right afield of rounded dots can seen aseither convex rows of buttons or asconcave rows of holes
6196,Notice thatyou can perceive either buttons orholes but you cannot perceive both atthe same time
6197,In order for your perception to switch you have to look atsomething other than the dots suchas the flat area between the dots
6198,A field of dots can appear to be either convex or concave depending on ones perception of them  iStock
6199,MAJOR MOVEMENTS IN PSYCHOLOGY sharp contrast to the associationist approach found in both behaviorism and Wilhelm Wundts structuralism
6200,In associationism complex knowledge is seen to derive entirely from associations between simple memories
6201,Thetelephone the motor car the moving pictureall of these were relatively recentinventions and all of them radically changed society
6202,Science was exploding across theindustrialized world and there was a widely shared assumption that the only worthwhile way to understand reality was through the methods used in the physical sciences
6203,And these methods largely reflected an analytic approach to reason
6204,In other words the way to understand complex phenomena such as human psy chology was to break it down into its smallest parts such as stimulusresponse associations
6205,Complexity in and of itself had no interest it simply reflected a grouping ofHandy Psychology     PM  Page smaller parts
6206,Like Wertheimer and his colleagues James did not believe we can understand reality simply by breaking it down into its elemental parts
6207,These include the rules of proximity similarity simplicity and closure
6208,The first two rules suggest that objects that are placed closely together proximity orare similar to each other similarity will be grouped together into a gestalt
6209,Closure reflects the tendency to fill in the gaps of agestalt
6210,If we see a circle with sections missing we will still see it as a circle
6211,Consider that human beings are composed of cells and tissues
6212,But canwe ever explain our loves our personalities our prejudices and even our taste inmusic solely by studying the behavior of our atoms Or by studying our cellsThe Gestaltists would say no
6213,Although Gestalt theory is best known for itswork with perception this core concept has been applied to almost every aspectof psychology
6214,It has influenced Piagetian developmental psychologists cognitive psychologists and even psychotherapists
6215,He hadintended to stay in Tenerife for only a short while
6216,While in Tenerife Khler conducted MAJOR MOVEMENTS IN PSYCHOLOGY This graphic explaining Gestalt principles also uses Gestalt principles
6217,Handy Psychology     PM  Page an important series of studies on chimpanzees problemsolving behavior
6218,Although not all chimpanzees were able to successfully solve the problemevi dently chimpanzees like human beings vary in their intelligencethose that did soexhibited similar behavior
6219,For one they would often try to reach the bananas simplyby jumping or reaching for them
6220,Eventually after surveying the entire room they would suddenly derive a solution involving the use of nearbyobjects as tools
6221,One chimp might drag a box under the bananas and then climb on topof it to reach them
6222,Anothermight put two sticks together to create a stick long enough to reach the food
6223,For one the animals arrived at their solutions onlyafter surveying the entire environment
6224,They did not just focus on a single object buttook the entire field into account
6225,Secondly the problem was not solved through trial and error via rewards and punishments as the behaviorists would have predicted
6226,Instead the animal arrived at a complete solution all at once
6227,In other words thechimps did not solve problems in a piecemeal fashion but rather in a holistic way
6228,Khler referred to this holistic form of problem solving as insight learning
6229,This insight often came suddenly in a sort of AHa moment
6230,In one case a Was Khler a German spy There has been controversy regarding Khlers stay in the Canary Islands duringWorld War I
6231,A number of people specifically British intelligence agents believed he was a German spy
6232,Evidently they were not convinced that his fascination with chimpanzees and bananas was sufficient explanation of his presence
6233,Some contemporary writers still believe the issue is unsettled although no evidencehas been produced that proves he was anything more than a Gestalt psychologist
6234,Handy Psychology     PM  Page chimpanzee put two sticks together to create a tool long enough to reach the bananas
6235,Another chimp stacked three boxes on top of each other to reach the fruit hangingfrom the ceiling
6236,This is in contrast to the behaviorist assumption that problem solvingcan only proceed piecemeal by trial and error
6237,Gestalt therapy is commonlyconsidered part of humanistic psychology and incorporates principles from the philosophical schools of phenomenology and existentialism as well as psychoanalysis andGestalt psychology
6238,Psychoanalysis was so prominent because it provided a comprehensive theory of psychopathology and a psychological method of treating mental distress
6239,It is fairto say that most if not all subsequent theories of psychopathology and psychotherapyowe an enormous debt to psychoanalysis
6240,Although many schools of psychotherapy were formed in reaction against psycho analysis they were still defined in response to it and therefore must be seen as its descendants
6241,Psychoanalytic theory actually includes a broad range of theoretical writing starting with Sigmund Freuds original contributions in the late nineteenth century
6242,Did Freud change his theory over time Freud changed his theories several times over the course of his long career
6243,He initially proposed the seduction theory to explain hysteria a common disorder of the latenineteenth century involving physical complaints without an actual physical basis
6244,In otherwords the symptoms were caused by the patients disguised wishes rather than memories of real events
6245,Freud also moved from a topological theory focusing on the rela tionship between conscious and unconscious processes to a structural model focused on the id ego and superego
6246,Finally in the s Freud added the instinctual force ofThanatos the death instinct to his theory of instincts
6247,In the unconscious the individual is not aware of the contents of the mind
6248,In the preconscious mental content is capable of entering into consciousness but is not currently there
6249,There is no block between conscious and preconscious as there is between the conscious and the unconscious
6250,The conscious part ofthe mind contains all the mental content that is in our awareness
6251,While Freud still believed in unconsciousprocesses he became more and more interested in the compartmentalization of the mindinto the id ego and superego
6252,The id translated literally as the it contains the animal istic passions that must be subdued in order for civilization to function
6253,Theego Latin for the I mediates between the id and reality
6254,The ego operates on the realityprinciple and recognizes that the world does not always obey our desires
6255,It is formed through our internalization of our parents rulesand discipline
6256,A weak superego results in selfindulgent poorly disciplined or immoral behavior
6257,In fact he parted ways with some of his favorite protges after they proposed competing theories about human motivation
6258,Libido can beloosely translated as the sexual instinct but really refers to all aspects of sensual pleasure
6259,In Freuds view instincts press for release as part of the pleasure principle
6260,Ifthe instinct is blocked from release it will seek another outlet much like a river run Handy Psychology     PM  Page ning downstream
6261,This mechanistic view of human motivation was called the hydraulic model and reflects the scientific models of the day
6262,Because pleasure canonly be found through the reduction of tension there must be a drive to reach a stateof total quiescence a state of no tension at all
6263,We now realize that pleasure comes from the buildup of tension aswell the release of tension
6264,In keepingwith nineteenthcentury mechanics he looked for one single force that could explainall of human behavior
6265,It is possible that many of the psychological symptoms his femaleclients exhibited truly were related to repressed sexuality
6266,Patients laid down on his famous couch while Freud sat behind them in his chair
6267,Handy Psychology     PM  Page of Freuds theories including the theory of libido and of psychosexual stages were translated into emotional and interpersonal terms
6268,Around this age the little boy falls inlove with his mother
6269,Recognizing his father as his rival he feels murderous ragetoward his father controlled only by his fear of his fathers greater strength
6270,His fearthat his father will cut off his penis in retaliation is termed castration anxiety
6271,As a solution to this dilemma the little boy identifies with his father realizing that he will grow up to be a man just like him and then have a wife all his own
6272,Thisinternalization of the father and the fathers authority is seen to be the foundation ofthe superego and of a boys moral development
6273,Psychoanalysis has been trashed as all hocuspocus Freuds writings havealso been treasured as the bible and seen as infallible
6274,Modern neuroscience for example has revealed the frontal lobe and thelimbic system to function dramatically similarly to the ego and the id
6275,Twenty years separated Freuds parents Amalia and Jacob the same age difference between Freud andhis mother
6276,She died at age  only nine years before her son died
6277,In contemporary psychoanaly sis the schools of object relations self psychology and relational theory have translated Freuds original ideas into interpersonal terms
6278,Principles from attachment theoryand ideas about selfreflective functioning as found in the work of Peter Fonagy andMary Target have also informed contemporary psychoanalysis
6279,Arguably the integration of psychoanalytic concepts with advances in neuroscience currently forms thecutting edge of psychoanalytic theory
6280,Whileclearly grounded in Freudian psychoanalysis Jungian analytical psychologymoves away from the dominance of libidoand toward a mystical understanding ofthe human unconscious
6281,Fairly early in his career Jung worked in Zurich at the renownedBurghlzli clinic under Eugen Bleulera prominent psychiatrist and the originator of the term schizophrenia
6282,HereJung became involved in research withword association detecting unconscious meaning through the way peoplegrouped words together
6283,This work ledhim to Freuds psychoanalytic researchand the two men met in
6284,Handy Psychology     PM  Page  on Jung referred to  his own work as analytical psychology to differentiate it from Freudian psychoanalysis
6285,Jung rose quickly within the psychoanalytic world becoming editor of a psychoanalytic journal and president of the International Psychoanalytic Association
6286,Freudfavored him in part because as a nonJew he offered a bridge to the wider nonJewishscientific community in Europe
6287,He agreed with Freuds energybased conception of psychological motivationthat normal and abnormal psychologicalprocesses were a product of energy flowbut he believed sexuality to form only asmall part of human motivation
6288,Jung had a mystical bent nur tured perhaps through his familys religious heritage and a lifelong interest in theoccult
6289,Freud was a fervent rationalist believing religion to be little more than aninfantile form of neurosis
6290,It is unlikely Freud would have had much respect for theoccult either except perhaps as clinical material
6291,Jungalso believed like Freud that repressed and forbidden ideas were banished to theunconscious intentionally kept out of consciousness
6292,Jungwas strongly attracted to Eastern religions and viewed the mandala as a symbol of the personality
6293,For Jung and his followers the structure of the mandala with its four corners bound to a central circle represents the path of personal development
6294,In our personal growth we strive to unite the opposingforces of our personality the four corners into a comprehensive allinclusiveselfawareness the central circle
6295,To gain this awareness we must turn inwardjust as the outer corners of mandala point inward toward the circle
6296,Handy Psychology     PM  Page MAJOR MOVEMENTS IN PSYCHOLOGY Mandalas are religious designs used in the Hindu and Buddhist traditions  Fortean Picture Library
6297,Handy Psychology     PM  Page divided the unconscious into the personal unconscious and the collective unconscious
6298,The personal unconscious contained personal experiences that had slipped out of con sciousness due either to simple forgetting or repression
6299,The contents of the personalunconscious came from the individuals life experience
6300,It contained the entirelibrary of our typical reactions to universal human situations
6301,It was not limited to theindividuals life but encompassed the great impersonal truths of existence
6302,He divided the conscious mind into both functional modes and attitudes toward the world
6303,The functional types refer to ways that people process information
6304,Believing the mind to be composed of opposites in continual tension witheach other he proposed two polarities thinking vs
6305,You could not process theworld through feeling and through thinking at the same time
6306,One side of the polaritywas always dominant the other relegated back to the unconscious
6307,The extrovert attends primarily to external reality to other people and objects
6308,This test uses all three polarities mentioned above extroversion vs
6309,Extroversion is also measuredon scales associated with the Five Factor Model of personality such as the NEO personality inventory
6310,This test formulated to identify dimensions of personality in nonpathological adults uses  items to quantify five areas neuroticism extroversionopenness to experience agreeableness and conscientiousness
6311,There is a mother archetype a child archetype an archetype of thefeminine of the masculine and many more
6312,Archetypes can never be directly knownin consciousness but can only be glimpsed through the images that float up from ourunconscious in dreams creative works of art mythology and even religious symbolism
6313,Through interpretation of this visual symbolism we gain greater knowledge ofour deepest selves
6314,Similar tothe Gestalt psychologists the humanistic psychologists reacted against the constraints of the dominant psychological schools of their time but the humanistic psychologists had better timing
6315,They arrived on the scene just as the dominance ofbehaviorism and psychoanalysis was beginning to fade
6316,In fairly short order theybecame powerful counterpoints to the orthodoxies of both schools
6317,In general humanistic psychologists wanted to inject humanity back into the study of human beings
6318,More specifically they objected to a mechanical view of psychology to the portrayal of human beings as passive objects at the mercy of eitherstimulusresponse chains or unconscious drives
6319,They insisted that people are activeparticipants in their own lives
6320,They also valued the richness of subjective experience and concerned themselves with the qualities of lived experience of human consciousness
6321,In contrast to Freud they believed that people are inherently motivated toward psychological growthand will naturally move toward health with proper encouragement and support
6322,He visited the Pueblo Indians in New Mexico he traveled to Kenya and India and he collaborated onstudies of various Eastern religions
6323,He viewed the symbolism in all the religioustraditions as expressions of universal archetypes
6324,Our happiness is dependent upon our communionwith a universal reality that is part of us but yet larger than us
6325,In his concept ofthe collective unconscious he combined psychology evolutionary biology andthe spiritual traditions of many diverse cultures
6326,Handy Psychology     PM  Page senseless slaughter The philosophical movement of Existentialism came out of these circumstances and provided a backdrop for the humanistic psychologists
6327,Phenomenology an earlier branch of European philosophy also influenced the humanistic psychologists with its focus on the rich complexity of subjective experience
6328,With regardto psychological schools the functionalism of William James also played a role as didthe holistic theories of the Gestalt psychologists
6329,Humanistic psychologists wanted to create an alternative to these two great forces a third force in psychology
6330,Maslow wrote a number of books and also madeseveral important theoretical contributions
6331,He is perhaps best known for his concept of the hierarchy of needs
6332,Maslow believed that human psychological needs aremultidimensional and that there is no single motivating force to explain all of humanbehavior
6333,He believed these needs could be organized hierarchically with the mostfundamental needs related to biological survival
6334,Once our fundamental biologicalneedssuch as thirst hunger and warmthare met our needs for safety comeinto play
6335,Following satisfaction of safety needs psychological needs for emotionalbonds with other people become important
6336,Once those are met we become concerned with selfesteem and the need to feel recognized and valued in a community
6337,Finally after all these more basic needsare met we encounter the need for selfactualization a kind of creative fulfillment of our human potential
6338,Handy Psychology     PM  Page feel fully alive and we commit ourselves to its pursuit
6339,Inhis view self actualized people make the strongest leaders and the greatest contributions to society
6340,This concept illustrates humanistic psychologys concern with personal growth and psychological health in contrast to psychoanalysis emphasis on psychopathology and mental illness
6341,Like William James and Carl Jung before him Maslow believed themystical and ecstatic aspects of religion were proper subjects of psychological study
6342,Dlove or deficiencylove refers to a kind of grasping possessive love
6343,In this state we cling to the loved one outof desperate dependency and see the loved one as a means to fill come kind of deficiency in ourselves
6344,Blove or beinglove reflects a love based on full acceptance of theother person
6345,Naturally Blove is seen as the healthier and more sustainable kindof love
6346,Maslow was very focused on the importance of rising above selfish desires inorder to embrace other people for their own sake rather than as means to a goal
6347,Carl Rogerss personcentered psychotherapy FritzPerlss Gestalt therapy named after Gestalt psychology but more closely tied tohumanistic psychology Victor Frankls logotherapy and Rollo Mays existential psychoanalysis are all children of humanistic psychology
6348,His school of personcentered psy MAJOR MOVEMENTS IN PSYCHOLOGYHandy Psychology     PM  Page chotherapy originally known as clientcentered psychotherapy and often simply referred to as Rogerian therapy placed the clients subjective experience at the forefront of the therapy
6349,He believed the therapists role was less to untangle psychopathology than to promote the clients personal growth through empathic listening and unconditional positive regard
6350,While Rogers has been criticized for a relativedisregard of negative emotions and interpersonal conflict therapeutic empathy is now universally recognized as an essential ingredient of psychotherapy
6351,These notions are similar to Maslowsconcepts of Blove and Dlove
6352,He believed themethods of empirical research could and should be applied to the practice of psychotherapy
6353,Rogers also systematically measured improvement by administeringpsychological tests preand posttreatment and then compared the results of subjectsin therapy with those in a control group
6354,Similarto Carl Rogers attachment theorists believed that scientific methods could be usefullyapplied to the study of emotional and interpersonal phenomena
6355,Thus attachment theory was the first movement to bring scientific methods to bear on psychoanalyticideas
6356,Not surprisingly this occasioned resistance at first but over time attachmenttheory has been accepted by most psychoanalytic schools
6357,Handy Psychology     PM  Page Attachment refers to a biologically based drive in the child to form an enduring emotional bond with the caregiver generally the mother
6358,Disturbed by the dismissal of reallifeevents in the psychoanalytic world view Bowlbys insistence on the realtime influenceof the mothers presence often put him at odds with his colleagues
6359,Bowlby was alsointerested in ethology the study of animal behavior and eventually synthesized bothpsychoanalytic theory and ethology into his theory of infantmother attachment
6360,Thechild will reach toward the mother cryto be picked up or crawl close to themother
6361,In Bowlbys view the child ismotivated to attain a sense of felt security a subjective experience of safety andwellbeingperhaps a kind of cozy contentment
6362,At these points the child will ventureaway from the mother to explore theworld to play
6363,This is a kind of mental map or script of the caregiver and the self
6364,Through repeated attachment experiences the child develops expectations about the availability and responsiveness of the mother or caregiver
6365,While Bowlby had initially been interested in the universaleffect of motherchild separation Ainsworth was interested in individual differences inthe quality of attachment based on the nature of the motherchild relationship
6366,Byobserving twentyeight Ugandan babies she noted individual differences in the qualityof motherinfant attachment
6367,Here she studied motherchild interactions both in their homes and in the laboratory during an experimentalprocedure she termed the strange situation
6368,Based on the childs responses to separa tions and reunions with the mother the child could be classified into secure and insecure attachment categories
6369,Ainsworth also found that attachment status in the labcorrelated with the mothers behavior toward the child in the home
6370,Ainsworths publication of this data in her  book Patterns of Attachment was a milestone in attachment research
6371,This fairly simple experimental paradigm would dramaticallychange psychological research into child development
6372,There are eightepisodes to the strange situation the first lasting only thirty seconds and the rest up tothree minutes
6373,The babys reactions during the two separation and reunion episodes arecarefully observed through the oneway mirror
6374,Based mainly on these behaviors the babyis classified as either securely attached or into one of three insecurely attached categories
6375,Most importantly in the reunion episodes thechild directly sought out contact with the mother
6376,If the child was distressed after theseparation contact with the mother was effective in soothing the child
6377,This pattern ofbehavior is seen to reflect the childs felt security in the mothers availability and responsivity to the childs attachment needs
6378,The child thenmodifies his or her attachment behavior to adapt to the mothers behavior
6379,Ainsworth originally proposed two categories avoidant and resistant attachment but another category disorganized attachment was added later
6380,Most importantly they turn away from theirmother upon reunion hence they are avoidant
6381,Resistant babies or C babies may be seen as overly dependent
6382,Are insecurely attached children less attached to their parents than are securely attached children No
6383,Biology ensures that all children are powerfully attached to their caregivers
6384,But this does notmean they vary with regard to the power of their attachment to their caregivers
6385,Avoidant attachment behavior is considered to reflect adown regulation of attachment in response to a reliably unresponsive mother
6386,Mothers of resistant babies were found to be unreliably responsive to the childs attach ment cues in the home setting
6387,Thus resistant attachment may be seen as a strategy tomaximize their mothers attention by ratcheting up their attachment system
6388,These babies cannot find a consistentstrategy to deal with their parents erratic or even frightening behavior
6389,The way mothers respond to their babies emotional cues affects the quality of the infants attachment
6390,Parents of securely att ached infants are reliably and sensitively responsive to the childs emotional communications
6391,Parents of insecurely attached children fail to respond sensitively to their childrens emotional cues or at least do so inconsistently  iStock
6392,They can be explained by the laws of operant conditioning
6393,Avoidant attachment reflects the extinction of attachmentseeking behavior after these behaviors have consistently failed to elicit a response from the mother
6394,The child learns to crank up the attachment behaviors in order to maximizethe likelihood of the desired response from the mother
6395,Is your attachment status fixed by the time youre one year old Attachment research is sometimes interpreted as implying that personality is entirelyformed by the time that a child is one year old
6396,Attachment strategies are conservativethat is they are resistant to change but they are notfixed
6397,If the family environment remains stable and the parentchild interaction patterns do not change dramatically itis likely that the childs general approach to attachment will remain stable
6398,On theother hand if the family environment changes dramatically or if the parent chooses tochange his or her way of relating to the child the childs attachment status can change
6399,A single mother getting married or a father losing his job can make theparents more or less available to the child and thus impact the childs attachment status
6400,This may be becauselower income families have less buffer against changes in the environment than dofamilies with greater financial means
6401,A semistructuredinterview provides specific questions as well as openended followup questions
6402,There is a script to follow but the interviewer can deviate from it to clarify information
6403,The interview takes about an hour and a half and asks questions about the subjects childhood relationship with his or her parents
6404,Ofmost importance is the coherence of their narrative specifically between theirabstract generalizations about their childhood attachment relationships e
6405,I remember making chocolate chip cookies with her in ourkitchen
6406,The narrative is coherent if the story makes sense if it is riddled with contradictions it is not coherent
6407,She labeled them DE and F to match Ainsworths A B and C
6408,Dismissing adults D were hypothesized to correspond to avoidant babies A Enmeshed adultsE to correspond to resistant babies C and Secure adults F for Free to correspondwith secure babies B
6409,She recognized that quality of attachment could not be easily cap tured in behavior as it could be with infants but would have to be investigatedas an enduring part of personality
6410,She built on Bowlbys concept of internalworking models to consider the way adults represent attachment relations
6411,A representation is like a mental image or map of relationships
6412,Sheacknowledges contradictions and mixed emotions but can reflect objectively on therelationship
6413,The preoccupied adult in contrast is flooded by her attachmentrelatedmemories and is unable to integrate emotion and thought into a coherent narrative
6414,Dismissing Interviewer Could you tell me five adjectives that describe your childhood rela tionship with your mother Mother Oh I dont know
6415,Interviewer Could you give me an example for each of those words Mother Well you know she was always there
6416,I dont remember any prob lems or like anything that was really wrong
6417,She was a good teachershe always wanted to make sure we got good grades
6418,Secure Interviewer Could you tell me five adjectives that describe your childhood rela tionship with your mother Mother Hmm thats a little complicated
6419,My mother was very warm and very loving but she could also be controlling
6420,Interviewer Could you give me an example for each of those words Mother I remember a lot of affection
6421,I remember curling up with her on the couch in the evenings watching TV
6422,She would insist that I be home earlier thanany of my friends had to
6423,Hmm maybe she was just being responsible but at the time I thought she was unreasonable
6424,Preoccupied Interviewer Could you tell me five adjectives that describe your childhood rela tionship with your mother Mother It was loving absolutely so loving
6425,But you know sometimes she was really selfish totally insensitivelike only out for herself
6426,Interviewer Could you give me an example for each of those words Mother It was unbelievable you know
6427,And all I wanted all MAJOR MOVEMENTS IN PSYCHOLOGYHandy Psychology     PM  Page I wanted was like Listen to me Mom But not that I didnt love her
6428,Of course I did and still do and I know she loves me more thananything in the world
6429,They can takesome distance from their feelings and be reasonably objective about their experiences
6430,On the AAI secure adults give a coherent account of their childhood relationshipswith their parents and their generalized descriptions of the relationship are supportedby specific memories
6431,In the same way that a securely attached child balances dependency and exploration a securely attached adult balances emotion and thought
6432,Attachment is devalued and dismissed by these adults with a concomitant emphasis on thought separated from emotion
6433,An idealized picture of childhood attachment relationships is presented though itis not backed up by supporting memories
6434,The adult may describe his or her mother asfine normal and a good mother but only provide memories such as Well you know  Securely attached adults tend to be more sensitive to their infants emotional cues  iStock
